date,link,channel,title
"Wed, 17 Feb 2016 17:06:00 GMT","http://www.volkskrant.nl/buitenland/premier-hongarije-europa-en-rusland-moeten-relatie-verbeteren~a4246684/
       ",VK:Buitenland,<title>Premier Hongarije: Europa en Rusland moeten relatie verbeteren</title>
"Wed, 17 Feb 2016 15:25:00 GMT","http://www.volkskrant.nl/buitenland/indonesie-blokkeert-nu-ook-tumblr-want-er-staat-porno-op~a4246635/
       ",VK:Buitenland,"<title>Indonesië blokkeert nu ook Tumblr, want er staat porno op</title>"
"Wed, 17 Feb 2016 15:03:00 GMT","http://www.volkskrant.nl/buitenland/oostenrijk-stelt-dubbellimiet-aan-migranteninstroom~a4246648/
       ",VK:Buitenland,<title>Oostenrijk stelt dubbellimiet aan migranteninstroom</title>
"Wed, 17 Feb 2016 14:32:00 GMT","http://www.volkskrant.nl/buitenland/russische-anti-rookcampagne-roken-doodt-meer-mensen-dan-obama~a4246600/
       ",VK:Buitenland,<title>Russische anti-rookcampagne: 'Roken doodt meer mensen dan Obama'</title>
"Wed, 17 Feb 2016 14:18:00 GMT","http://www.volkskrant.nl/buitenland/merkel-roept-op-tot-instelling-no-flyzone-in-deel-syrie~a4246477/
       ",VK:Buitenland,<title>Merkel roept op tot instelling no-flyzone in deel Syrië</title>
"Wed, 17 Feb 2016 14:12:00 GMT","http://www.volkskrant.nl/buitenland/zusje-van-maxima-in-opspraak-in-argentinie~a4246550/
       ",VK:Buitenland,<title>Zusje van Máxima in opspraak in Argentinië</title>
"Wed, 17 Feb 2016 13:38:00 GMT","http://www.volkskrant.nl/buitenland/zeker-dertien-rekruten-jemenitisch-leger-komen-om-bij-zelfmoordaanslag~a4246542/
       ",VK:Buitenland,<title>Zeker dertien rekruten Jemenitisch leger komen om bij zelfmoordaanslag</title>
"Wed, 17 Feb 2016 12:52:00 GMT","http://www.volkskrant.nl/buitenland/blog-usa16-clinton-nu-ook-in-problemen-in-nevada~a4219717/
       ",VK:Buitenland,<title>Blog USA16 - Clinton nu ook in problemen in Nevada</title>
"Wed, 17 Feb 2016 11:56:00 GMT","http://www.volkskrant.nl/buitenland/werknemer-belgische-kerncentrale-werd-bespioneerd~a4246504/
       ",VK:Buitenland,<title>Werknemer Belgische kerncentrale werd bespioneerd</title>
"Wed, 17 Feb 2016 11:12:00 GMT","http://www.volkskrant.nl/buitenland/china-installeert-raketten-op-eiland-dat-taiwan-en-vietnam-ook-claimen~a4246484/
       ",VK:Buitenland,<title>China installeert raketten op eiland dat Taiwan en Vietnam ook claimen</title>
"Wed, 17 Feb 2016 10:30:00 GMT","http://www.volkskrant.nl/economie/apple-weigert-iphone-schutter-san-bernardino-te-kraken~a4246441/
       ",VK:Buitenland,<title>Apple weigert iPhone schutter San Bernardino te kraken</title>
"Wed, 17 Feb 2016 09:00:00 GMT","http://www.volkskrant.nl/buitenland/-is-vormt-geen-bedreiging-voor-ons-bestaan~a4245749/
       ",VK:Buitenland,<title>'IS vormt geen bedreiging voor ons bestaan'</title>
"Wed, 17 Feb 2016 08:54:00 GMT","http://www.volkskrant.nl/buitenland/berlijn-gaat-leerkrachten-werven-in-nederland~a4246396/
       ",VK:Buitenland,<title>Berlijn gaat leerkrachten werven in Nederland</title>
"Wed, 17 Feb 2016 08:21:00 GMT","http://www.volkskrant.nl/buitenland/vietnamese-vrouw-ontloopt-doodstraf-door-zichzelf-te-insemineren~a4246381/
       ",VK:Buitenland,<title>Vietnamese vrouw ontloopt doodstraf door zichzelf te insemineren</title>
"Wed, 17 Feb 2016 05:02:00 GMT","http://www.volkskrant.nl/buitenland/kussende-jongens-emoji-s-verbannen-uit-indonesie~a4245973/
       ",VK:Buitenland,<title>Kussende jongens-emoji's verbannen uit Indonesië</title>
"Wed, 17 Feb 2016 02:00:00 GMT","http://www.volkskrant.nl/buitenland/paus-wil-jonge-mexicanen-uit-handen-drugshandelaren-houden~a4246305/
       ",VK:Buitenland,<title>Paus wil jonge Mexicanen uit handen drugshandelaren houden</title>
"Wed, 17 Feb 2016 01:00:00 GMT","http://www.volkskrant.nl/buitenland/turkije-een-veilig-derde-land~a4246055/
       ",VK:Buitenland,<title>Turkije: een veilig derde land?</title>
"Wed, 17 Feb 2016 01:00:00 GMT","http://www.volkskrant.nl/opinie/ja-stem-blokkeert-russische-verdeel-en-heers-reflex~a4245975/
       ",VK:Buitenland,<title>Ja-stem blokkeert Russische 'verdeel en heers'-reflex</title>
